,Var1,Var2,target
1131,660.0,-591.0,false
1132,54.0,15.0,false
1133,40.0,14.0,false
1134,25.0,22.0,false
1135,37.0,22.0,false
1136,110.0,-59.0,true
1137,18.0,8.0,false
1138,1.0,-1.0,false
1139,29.0,3.0,false
1140,37.0,14.0,false
1141,70.0,9.0,true
1142,79.0,20.0,false
1143,35.0,10.0,false
1144,69.0,27.0,false
1145,35.0,-4.0,true
1146,14.0,5.0,false
1147,190.0,253.0,false
1148,56.0,42.0,false
1149,4.0,0.0,false
1150,96.0,30.0,false
1151,660.0,-591.0,false
1152,229.0,324.0,false
1153,36.0,10.0,true
1154,21.0,3.0,false
1155,134.0,-73.0,false
1156,46.0,7.0,false
1157,40.0,15.0,false
1158,12.0,1.0,false
1159,43.0,0.0,false
1160,27.0,7.0,false
1161,21.0,4.0,false
1162,34.0,-9.0,true
1163,44.0,12.0,false
1164,41.0,8.0,false
1165,35.0,7.0,false
1166,47.0,-14.0,false
1167,10.0,3.0,false
1168,212.0,234.0,false
1169,43.0,16.0,false
1170,24.0,-1.0,false
1171,29.0,6.0,true
1172,24.0,-1.0,false
1173,67.0,35.0,false
1174,14.0,5.0,false
1175,46.0,26.0,false
1176,55.0,15.0,false
1177,24.0,1.0,false
1178,8.0,2.0,false
1179,34.0,5.0,false
1180,2.0,1.0,false
1181,10.0,4.0,false
1182,78.0,12.0,false
1183,34.0,13.0,false
1184,64.0,9.0,false
1185,0.0,0.0,false
1186,133.0,15.0,false
1187,18.0,4.0,false
1188,63.0,18.0,false
1189,20.0,5.0,false
1190,17.0,-0.0,false
1191,116.0,45.0,false
1192,26.0,4.0,false
1193,65.0,3.0,true
1194,287.0,448.0,false
1195,146.0,-105.0,true
1196,17.0,11.0,false
1197,66.0,8.0,false
1198,22.0,12.0,false
1199,174.0,27.0,false
1200,36.0,16.0,false
1201,44.0,12.0,false
1202,65.0,16.0,false
1203,29.0,3.0,false
1204,34.0,1.0,true
1205,102.0,122.0,false
1206,111.0,110.0,true
1207,18.0,10.0,false
1208,11.0,4.0,false
1209,5.0,3.0,false
1210,19.0,2.0,false
1211,271.0,304.0,false
1212,48.0,17.0,false
1213,54.0,16.0,false
1214,54.0,13.0,false
1215,42.0,9.0,false
1216,149.0,-108.0,true
1217,63.0,11.0,false
1218,18.0,7.0,false
1219,38.0,7.0,false
1220,86.0,7.0,true
1221,27.0,6.0,false
1222,52.0,13.0,false
1223,0.0,0.0,false
1224,30.0,-15.0,true
1225,131.0,-87.0,false
1226,30.0,-7.0,true
1227,47.0,17.0,false
1228,42.0,-2.0,true
1229,148.0,-107.0,false
1230,116.0,18.0,false
1231,189.0,-128.0,false
1232,250.0,-177.0,false
1233,142.0,221.0,false
1234,50.0,-43.0,false
1235,19.0,-2.0,false
1236,24.0,7.0,false
1237,34.0,18.0,false
1238,37.0,14.0,false
1239,43.0,8.0,false
1240,67.0,18.0,false
1241,27.0,3.0,false
1242,12.0,6.0,false
1243,17.0,-7.0,false
1244,52.0,28.0,false
1245,42.0,-1.0,false
1246,36.0,12.0,false
1247,54.0,19.0,false
1248,69.0,-37.0,false
1249,274.0,-231.0,false
1250,47.0,13.0,false
1251,153.0,-105.0,true
1252,57.0,22.0,false
1253,54.0,26.0,false
1254,12.0,8.0,false
1255,25.0,11.0,false
1256,35.0,14.0,false
1257,40.0,7.0,false
1258,5.0,1.0,false
1259,47.0,-1.0,false
1260,27.0,2.0,false
1261,49.0,19.0,false
1262,137.0,-93.0,true
1263,166.0,232.0,false
1264,39.0,13.0,false
1265,18.0,5.0,false
1266,108.0,-82.0,false
1267,32.0,7.0,false
1268,99.0,-45.0,true
1269,7.0,-0.0,false
1270,130.0,-73.0,false
1271,95.0,17.0,false
1272,468.0,750.0,false
1273,36.0,-17.0,true
1274,165.0,184.0,false
1275,3.0,1.0,false
1276,108.0,135.0,false
1277,164.0,215.0,false
1278,91.0,78.0,false
1279,84.0,47.0,false
1280,53.0,18.0,false
1281,28.0,5.0,false
1282,22.0,7.0,false
1283,30.0,2.0,false
1284,202.0,324.0,false
1285,7.0,2.0,false
1286,63.0,20.0,false
1287,52.0,20.0,false
1288,37.0,-1.0,false
1289,23.0,-2.0,false
1290,53.0,27.0,false
1291,24.0,7.0,false
1292,61.0,10.0,false
1293,78.0,29.0,false
1294,126.0,189.0,false
1295,46.0,19.0,false
1296,25.0,7.0,false
1297,10.0,3.0,false
1298,40.0,9.0,false
1299,19.0,4.0,false
1300,20.0,6.0,false
1301,27.0,11.0,false
1302,43.0,13.0,false
1303,101.0,6.0,false
1304,36.0,5.0,false
1305,31.0,3.0,false
1306,86.0,-36.0,true
1307,46.0,3.0,true
1308,34.0,22.0,false
1309,179.0,253.0,false
1310,71.0,22.0,false
1311,38.0,10.0,false
1312,31.0,6.0,false
1313,8.0,5.0,false
1314,82.0,60.0,false
1315,54.0,21.0,false
1316,170.0,233.0,false
1317,18.0,-1.0,true
1318,468.0,750.0,false
1319,43.0,4.0,false
1320,17.0,3.0,false
1321,30.0,14.0,false
1322,42.0,15.0,false
1323,130.0,154.0,false
1324,197.0,-142.0,false
1325,13.0,3.0,false
1326,129.0,-124.0,false
1327,56.0,23.0,true
1328,31.0,7.0,false
1329,107.0,34.0,false
1330,26.0,9.0,false
1331,194.0,-112.0,false
1332,175.0,252.0,false
1333,77.0,60.0,false
1334,76.0,20.0,false
1335,33.0,5.0,false
1336,36.0,7.0,false
1337,43.0,19.0,false
1338,133.0,-84.0,false
1339,18.0,4.0,false
1340,24.0,1.0,false
1341,26.0,7.0,false
1342,25.0,5.0,false
1343,56.0,34.0,false
1344,2.0,0.0,false
1345,19.0,5.0,false
1346,125.0,178.0,false
1347,40.0,12.0,false
1348,51.0,18.0,false
1349,30.0,5.0,true
1350,23.0,17.0,false
1351,23.0,2.0,false
1352,71.0,34.0,false
1353,97.0,-3.0,false
1354,23.0,10.0,false
1355,1.0,-0.0,false
1356,24.0,12.0,false
1357,92.0,26.0,false
1358,48.0,16.0,false
1359,132.0,24.0,false
1360,46.0,11.0,false
1361,17.0,10.0,false
1362,3.0,1.0,false
1363,153.0,-54.0,false
1364,64.0,14.0,false
1365,83.0,-59.0,true
1366,51.0,22.0,false
1367,33.0,7.0,false
1368,53.0,16.0,false
1369,15.0,8.0,false
1370,40.0,4.0,false
1371,123.0,163.0,false
1372,83.0,28.0,false
1373,118.0,-82.0,true
1374,48.0,2.0,true
1375,12.0,2.0,false
1376,25.0,2.0,false
1377,81.0,-53.0,true
1378,46.0,26.0,false
1379,86.0,7.0,true
1380,4.0,1.0,false
1381,23.0,-5.0,false
1382,155.0,172.0,false
1383,31.0,-0.0,false
1384,30.0,10.0,false
1385,124.0,157.0,false
1386,196.0,-128.0,false
1387,67.0,26.0,false
1388,23.0,10.0,false
1389,105.0,-29.0,false
1390,60.0,8.0,false
1391,6.0,2.0,false
1392,51.0,32.0,false
1393,333.0,493.0,false
1394,92.0,-26.0,false
1395,15.0,8.0,false
1396,18.0,5.0,false
1397,81.0,70.0,false
1398,42.0,5.0,false
1399,40.0,6.0,false
1400,28.0,6.0,false
1401,42.0,24.0,false
1402,40.0,6.0,false
1403,13.0,7.0,false
1404,36.0,19.0,false
1405,55.0,5.0,false
1406,39.0,0.0,true
1407,2.0,1.0,false
1408,25.0,5.0,false
1409,3.0,0.0,false
1410,34.0,-13.0,false
1411,37.0,14.0,false
1412,54.0,20.0,false
1413,33.0,-3.0,true
1414,24.0,15.0,false
1415,6.0,-1.0,false
1416,23.0,5.0,false
1417,30.0,16.0,false
1418,41.0,17.0,false
1419,29.0,5.0,false
1420,2.0,0.0,false
1421,48.0,-2.0,false
1422,48.0,-6.0,true
1423,34.0,8.0,false
1424,54.0,1.0,false
1425,110.0,23.0,false
1426,468.0,750.0,false
1427,40.0,16.0,false
1428,24.0,5.0,false
1429,14.0,4.0,true
1430,54.0,14.0,false
1431,35.0,8.0,false
1432,9.0,1.0,false
1433,50.0,14.0,false
1434,44.0,18.0,false
1435,15.0,4.0,false
1436,46.0,18.0,false
1437,89.0,69.0,false
1438,7.0,3.0,false
1439,34.0,11.0,false
1440,29.0,2.0,false
1441,35.0,20.0,false
1442,162.0,234.0,false
1443,37.0,-8.0,true
1444,0.0,0.0,false
1445,0.0,0.0,false
1446,33.0,10.0,false
1447,32.0,5.0,false
1448,23.0,7.0,true
1449,12.0,6.0,false
1450,16.0,6.0,false
1451,28.0,17.0,false
1452,48.0,19.0,false
1453,26.0,12.0,false
1454,71.0,34.0,false
1455,49.0,-5.0,true
1456,77.0,53.0,false
1457,26.0,6.0,true
1458,17.0,-0.0,false
1459,20.0,2.0,true
1460,5.0,1.0,false
1461,20.0,6.0,false
1462,83.0,-59.0,true
1463,310.0,45.0,false
1464,71.0,38.0,false
1465,28.0,-8.0,true
1466,109.0,17.0,false
1467,9.0,1.0,false
1468,39.0,10.0,true
1469,80.0,34.0,false
1470,14.0,8.0,false
1471,28.0,12.0,false
1472,24.0,6.0,false
1473,55.0,11.0,false
1474,47.0,7.0,false
1475,54.0,19.0,false
1476,35.0,23.0,false
1477,35.0,13.0,false
1478,38.0,8.0,false
1479,180.0,243.0,false
1480,9.0,3.0,false
1481,3.0,-0.0,false
1482,468.0,750.0,false
1483,26.0,6.0,false
1484,660.0,-591.0,false
1485,70.0,16.0,false
1486,44.0,8.0,false
1487,23.0,1.0,false
1488,32.0,13.0,false
1489,206.0,315.0,false
1490,143.0,-40.0,false
1491,42.0,-8.0,true
1492,69.0,23.0,false
1493,19.0,5.0,false
1494,33.0,6.0,false
1495,34.0,9.0,false
1496,91.0,6.0,false
1497,132.0,25.0,false
1498,48.0,11.0,false
1499,38.0,4.0,true
1500,-0.0,0.0,false
1501,133.0,-100.0,true
1502,46.0,14.0,false
1503,340.0,351.0,false
1504,64.0,26.0,false
1505,28.0,-10.0,false
1506,34.0,-11.0,true
1507,54.0,20.0,false
1508,33.0,9.0,false
1509,63.0,13.0,false
1510,39.0,9.0,false
1511,188.0,78.0,false
1512,82.0,21.0,false
1513,4.0,2.0,false
1514,11.0,-1.0,false
1515,67.0,10.0,false
1516,111.0,44.0,false
1517,42.0,-15.0,true
1518,56.0,21.0,false
1519,5.0,1.0,false
1520,90.0,-66.0,true
1521,29.0,9.0,false
1522,67.0,51.0,false
1523,233.0,366.0,false
1524,16.0,1.0,false
1525,35.0,-7.0,false
1526,61.0,14.0,false
1527,3.0,1.0,false
1528,26.0,4.0,false
1529,12.0,0.0,false
1530,27.0,7.0,false
1531,43.0,18.0,false
1532,61.0,24.0,false
1533,3.0,1.0,false
1534,35.0,12.0,false
1535,63.0,2.0,true
1536,15.0,2.0,false
1537,24.0,7.0,false
1538,1.0,0.0,false
1539,35.0,6.0,false
1540,48.0,18.0,false
1541,21.0,7.0,false
1542,24.0,-2.0,false
1543,57.0,-16.0,true
1544,5.0,0.0,false
1545,48.0,10.0,false
1546,3.0,2.0,false
1547,39.0,21.0,false
1548,87.0,30.0,false
1549,29.0,6.0,false
1550,48.0,7.0,false
1551,40.0,13.0,false
1552,0.0,0.0,false
1553,334.0,167.0,false
1554,17.0,2.0,false
1555,104.0,137.0,false
1556,41.0,10.0,false
1557,51.0,30.0,false
1558,32.0,-1.0,false
1559,51.0,14.0,false
1560,58.0,15.0,false
1561,21.0,10.0,false
1562,20.0,8.0,false
1563,39.0,8.0,false
1564,8.0,2.0,false
1565,138.0,21.0,false
1566,22.0,2.0,false
1567,12.0,1.0,false
1568,15.0,3.0,false
1569,33.0,7.0,false
1570,46.0,16.0,false
1571,11.0,2.0,false
1572,72.0,19.0,true
1573,47.0,-2.0,true
1574,63.0,50.0,false
1575,13.0,6.0,false
1576,5.0,2.0,false
1577,74.0,18.0,false
1578,190.0,31.0,false
1579,12.0,4.0,false
1580,114.0,165.0,false
1581,8.0,2.0,false
1582,58.0,13.0,false
1583,128.0,26.0,false
1584,660.0,-591.0,false
1585,132.0,-10.0,false
1586,12.0,5.0,false
1587,69.0,18.0,false
1588,36.0,18.0,false
1589,10.0,1.0,false
1590,54.0,19.0,false
1591,-0.0,0.0,false
1592,66.0,8.0,false
1593,72.0,-55.0,true
1594,65.0,18.0,false
1595,44.0,3.0,false
1596,17.0,-2.0,true
1597,132.0,-89.0,true
1598,59.0,28.0,false
1599,32.0,6.0,false
1600,37.0,-1.0,false
1601,66.0,14.0,false
1602,192.0,275.0,false
1603,39.0,10.0,false
1604,7.0,-0.0,false
1605,6.0,3.0,false
1606,237.0,321.0,false
1607,33.0,11.0,false
1608,59.0,20.0,false
1609,55.0,12.0,false
1610,26.0,6.0,false
1611,0.0,0.0,false
1612,67.0,-32.0,true
1613,6.0,0.0,false
1614,2.0,1.0,false
1615,34.0,-0.0,false
1616,52.0,16.0,false
1617,2.0,-0.0,false
1618,74.0,11.0,false
1619,16.0,3.0,false
1620,55.0,20.0,false
1621,11.0,3.0,false
1622,121.0,-59.0,true
1623,22.0,2.0,false
1624,155.0,153.0,true
1625,164.0,-35.0,false
1626,328.0,481.0,false
1627,70.0,-46.0,true
1628,55.0,6.0,false
1629,69.0,31.0,false
1630,144.0,-86.0,false
1631,25.0,12.0,false
1632,23.0,5.0,false
1633,108.0,33.0,false
1634,16.0,-2.0,true
1635,30.0,12.0,false
1636,31.0,8.0,false
1637,5.0,-2.0,true
1638,46.0,2.0,false
1639,38.0,6.0,true
1640,31.0,1.0,false
1641,57.0,28.0,false
1642,19.0,4.0,false
1643,3.0,-1.0,false
1644,21.0,12.0,false
1645,13.0,0.0,false
1646,18.0,11.0,false
1647,94.0,119.0,false
1648,54.0,13.0,false
1649,52.0,27.0,false
1650,70.0,18.0,false
1651,46.0,28.0,false
1652,35.0,6.0,true
1653,84.0,39.0,false
1654,21.0,0.0,false
1655,242.0,353.0,false
1656,21.0,4.0,false
1657,64.0,27.0,false
1658,71.0,-50.0,true
1659,33.0,3.0,false
1660,20.0,7.0,false
1661,91.0,25.0,false
1662,55.0,7.0,true
1663,27.0,12.0,false
1664,12.0,7.0,false
1665,67.0,64.0,false
1666,20.0,5.0,false
1667,130.0,-66.0,false
1668,62.0,25.0,false
1669,18.0,4.0,false
1670,11.0,6.0,false
1671,39.0,1.0,false
1672,119.0,-77.0,true
1673,14.0,-0.0,true
1674,13.0,3.0,false
1675,18.0,4.0,false
1676,263.0,332.0,false
1677,52.0,24.0,false
1678,30.0,3.0,false
1679,45.0,17.0,false
1680,26.0,6.0,false
1681,9.0,7.0,false
1682,227.0,-128.0,false
1683,32.0,9.0,false
1684,22.0,1.0,false
1685,44.0,13.0,false
1686,81.0,-50.0,true
1687,76.0,-12.0,true
1688,8.0,3.0,false
1689,6.0,1.0,false
1690,22.0,0.0,true
1691,17.0,4.0,false
1692,37.0,6.0,false
1693,74.0,27.0,false
1694,121.0,-43.0,false
1695,122.0,172.0,false
1696,110.0,-74.0,false
1697,28.0,8.0,false
1698,116.0,-78.0,true
1699,468.0,750.0,false
1700,156.0,-97.0,false
1701,70.0,34.0,false
1702,21.0,1.0,false
1703,0.0,0.0,false
1704,12.0,0.0,false
1705,42.0,25.0,false
1706,54.0,-2.0,false
1707,139.0,-81.0,false
1708,23.0,7.0,false
1709,36.0,15.0,false
1710,19.0,9.0,false
1711,59.0,5.0,false
1712,19.0,1.0,false
1713,71.0,-42.0,true
1714,52.0,11.0,false
1715,32.0,11.0,false
1716,112.0,-76.0,false
1717,24.0,3.0,true
1718,1.0,0.0,false
1719,83.0,65.0,false
1720,17.0,-0.0,false
1721,14.0,6.0,false
1722,35.0,13.0,false
1723,30.0,9.0,false
1724,103.0,14.0,false
1725,126.0,23.0,false
1726,42.0,4.0,false
1727,11.0,5.0,false
1728,9.0,-1.0,false
1729,30.0,11.0,false
1730,57.0,60.0,false
1731,14.0,4.0,false
1732,26.0,3.0,false
1733,43.0,-18.0,true
1734,74.0,30.0,false
1735,21.0,4.0,false
1736,67.0,24.0,false
1737,101.0,6.0,false
1738,67.0,35.0,false
1739,8.0,1.0,false
1740,48.0,-0.0,true
1741,46.0,-9.0,false
1742,32.0,11.0,false
1743,13.0,3.0,false
1744,93.0,-60.0,true
1745,32.0,12.0,false
1746,54.0,13.0,false
1747,38.0,3.0,false
1748,35.0,9.0,false
1749,35.0,7.0,false
1750,23.0,2.0,false
1751,16.0,8.0,false
1752,86.0,-8.0,false
1753,47.0,12.0,false
1754,25.0,4.0,false
1755,33.0,3.0,false
1756,120.0,183.0,false
1757,50.0,27.0,false
1758,315.0,-274.0,false
1759,58.0,22.0,false
1760,10.0,5.0,false
1761,72.0,24.0,false
1762,29.0,7.0,false
1763,6.0,1.0,false
1764,61.0,-7.0,true
1765,13.0,1.0,false
1766,60.0,1.0,true
1767,96.0,29.0,false
1768,48.0,15.0,false
1769,73.0,31.0,false
1770,31.0,5.0,false
1771,54.0,13.0,false
1772,60.0,16.0,false
1773,45.0,11.0,false
1774,152.0,206.0,false
1775,19.0,2.0,false
1776,104.0,-84.0,true
1777,20.0,2.0,true
1778,80.0,34.0,false
1779,109.0,-52.0,true
1780,75.0,-53.0,true
1781,255.0,-172.0,false
1782,17.0,3.0,false
1783,71.0,-3.0,false
1784,69.0,18.0,false
1785,25.0,18.0,false
1786,40.0,11.0,false
1787,22.0,8.0,false
1788,1.0,0.0,false
1789,30.0,9.0,false
1790,152.0,-101.0,false
1791,12.0,3.0,false
1792,38.0,4.0,true
1793,31.0,9.0,false
1794,29.0,7.0,false
1795,66.0,14.0,false
1796,56.0,7.0,false
1797,52.0,12.0,false
1798,92.0,31.0,false
1799,4.0,0.0,false
1800,55.0,11.0,false
1801,16.0,5.0,false
1802,223.0,326.0,false
1803,86.0,10.0,false
1804,111.0,20.0,false
1805,68.0,19.0,false
1806,80.0,-54.0,true
1807,53.0,16.0,false
1808,29.0,17.0,false
1809,30.0,10.0,false
1810,30.0,14.0,false
1811,70.0,22.0,false
1812,43.0,15.0,false
1813,12.0,0.0,false
1814,187.0,-49.0,false
1815,67.0,-16.0,false
1816,30.0,6.0,false
1817,14.0,4.0,false
1818,9.0,2.0,false
1819,219.0,305.0,false
1820,192.0,-103.0,false
1821,68.0,20.0,false
1822,17.0,8.0,false
1823,72.0,41.0,false
1824,52.0,24.0,false
1825,38.0,12.0,false
1826,80.0,14.0,false
1827,65.0,4.0,false
1828,384.0,-307.0,false
1829,35.0,0.0,true
1830,47.0,24.0,false
1831,131.0,-53.0,false
1832,65.0,27.0,false
1833,104.0,48.0,false
1834,10.0,2.0,false
1835,-0.0,0.0,false
1836,20.0,3.0,false
1837,0.0,0.0,false
1838,68.0,-35.0,true
1839,69.0,22.0,false
1840,42.0,6.0,false
1841,14.0,3.0,false
1842,176.0,-159.0,false
1843,35.0,4.0,false
1844,63.0,12.0,false
1845,250.0,-182.0,false
1846,21.0,9.0,false
1847,138.0,-95.0,true
1848,46.0,11.0,false
1849,62.0,11.0,false
1850,69.0,21.0,false
1851,38.0,10.0,false
1852,133.0,-71.0,true
1853,133.0,-72.0,false
1854,81.0,21.0,false
1855,36.0,-7.0,false
1856,72.0,10.0,false
1857,32.0,14.0,false
1858,213.0,-169.0,false
1859,82.0,26.0,false
1860,68.0,-25.0,false
1861,44.0,49.0,false
1862,86.0,22.0,false
1863,41.0,10.0,false
1864,545.0,64.0,false
1865,175.0,-120.0,false
1866,194.0,-55.0,false
1867,24.0,5.0,false
1868,58.0,12.0,false
1869,34.0,7.0,false
1870,61.0,-0.0,false
1871,31.0,8.0,false
1872,144.0,183.0,false
1873,126.0,-96.0,true
1874,38.0,7.0,true
1875,24.0,-1.0,true
1876,54.0,13.0,false
1877,11.0,2.0,false
1878,4.0,4.0,false
1879,120.0,-59.0,true
1880,140.0,-80.0,false
1881,175.0,261.0,false
1882,238.0,-218.0,false
1883,42.0,18.0,false
1884,20.0,8.0,false
1885,17.0,6.0,false
1886,30.0,-2.0,true
1887,94.0,-69.0,true
1888,46.0,15.0,false
1889,34.0,2.0,false
1890,173.0,177.0,false
1891,25.0,5.0,false
1892,82.0,-35.0,true
1893,194.0,-112.0,false
1894,62.0,3.0,true
1895,12.0,3.0,false
1896,54.0,28.0,false
1897,93.0,25.0,false
1898,88.0,45.0,false
1899,73.0,25.0,false
1900,34.0,5.0,false
1901,660.0,-591.0,false
1902,33.0,2.0,false
1903,48.0,-8.0,true
1904,19.0,4.0,false
1905,7.0,1.0,false
1906,29.0,4.0,false
1907,180.0,277.0,false
1908,94.0,120.0,false
1909,26.0,12.0,false
1910,65.0,16.0,false
1911,26.0,10.0,false
1912,11.0,1.0,false
1913,90.0,33.0,false
1914,52.0,1.0,true
1915,74.0,25.0,false
1916,19.0,1.0,false
1917,180.0,246.0,false
1918,18.0,6.0,false
1919,74.0,47.0,false
1920,49.0,12.0,false
1921,13.0,5.0,false
1922,52.0,16.0,false
1923,159.0,191.0,false
1924,468.0,750.0,false
1925,204.0,-36.0,false
1926,45.0,11.0,false
1927,10.0,3.0,false
1928,158.0,-104.0,true
1929,37.0,-9.0,true
1930,1.0,0.0,false
1931,37.0,8.0,false
1932,6.0,1.0,false
1933,-0.0,0.0,false
1934,58.0,18.0,false
1935,45.0,8.0,false
1936,10.0,-0.0,false
1937,36.0,4.0,false
1938,8.0,2.0,false
1939,80.0,-39.0,true
1940,25.0,6.0,false
1941,70.0,-47.0,true
1942,64.0,25.0,false
1943,66.0,22.0,false
1944,80.0,22.0,false
1945,125.0,-56.0,false
1946,24.0,10.0,false
1947,3.0,-1.0,false
1948,101.0,6.0,false
1949,44.0,5.0,false
1950,20.0,9.0,false
1951,35.0,13.0,false
1952,13.0,2.0,false
1953,31.0,16.0,false
1954,85.0,31.0,false
1955,45.0,4.0,false
1956,64.0,25.0,false
1957,42.0,11.0,false
1958,38.0,12.0,false
1959,3.0,1.0,false
1960,111.0,-50.0,true
1961,18.0,6.0,false
1962,39.0,-12.0,true
1963,13.0,2.0,false
1964,29.0,11.0,false
1965,38.0,8.0,false
1966,27.0,5.0,false
1967,19.0,1.0,false
1968,32.0,19.0,false
1969,106.0,-58.0,true
1970,217.0,347.0,false
1971,84.0,36.0,false
1972,75.0,23.0,false
1973,32.0,11.0,false
1974,18.0,5.0,false
1975,18.0,5.0,false
1976,18.0,7.0,false
1977,35.0,-3.0,true
1978,25.0,6.0,false
1979,21.0,5.0,false
1980,660.0,-591.0,false
1981,408.0,-284.0,false
1982,30.0,9.0,false
1983,92.0,21.0,false
1984,89.0,-66.0,true
1985,46.0,22.0,false
1986,1.0,0.0,false
1987,15.0,-7.0,false
1988,660.0,-591.0,false
1989,17.0,1.0,false
1990,88.0,14.0,false
1991,14.0,4.0,false
1992,52.0,-9.0,true
1993,16.0,5.0,false
1994,-0.0,-0.0,false
1995,78.0,28.0,false
1996,10.0,5.0,false
1997,11.0,3.0,false
1998,77.0,25.0,false
1999,15.0,9.0,false
2000,53.0,27.0,false
2001,40.0,8.0,false
2002,56.0,3.0,true
2003,23.0,5.0,false
2004,126.0,16.0,false
2005,21.0,6.0,false
2006,47.0,47.0,false
2007,19.0,3.0,false
2008,28.0,2.0,false
2009,61.0,12.0,false
2010,50.0,34.0,false
2011,80.0,15.0,false
2012,15.0,2.0,false
2013,104.0,-70.0,true
2014,0.0,0.0,false
2015,40.0,11.0,false
2016,4.0,1.0,false
2017,18.0,5.0,false
2018,18.0,15.0,false
2019,38.0,3.0,false
2020,63.0,45.0,false
2021,48.0,16.0,false
2022,27.0,-2.0,true
2023,47.0,9.0,false
2024,21.0,9.0,false
2025,16.0,4.0,false
2026,15.0,3.0,false
2027,32.0,5.0,false
2028,11.0,0.0,false
2029,34.0,35.0,false
2030,38.0,15.0,false
2031,37.0,36.0,false
2032,10.0,-1.0,false
2033,41.0,5.0,false
2034,2.0,1.0,false
2035,13.0,2.0,false
2036,156.0,-112.0,false
2037,260.0,-159.0,false
2038,33.0,11.0,false
2039,32.0,9.0,false
2040,23.0,2.0,false
2041,27.0,20.0,false
2042,7.0,-1.0,false
2043,113.0,-68.0,true
2044,56.0,18.0,false
2045,25.0,10.0,false
2046,217.0,-143.0,false
2047,205.0,-91.0,false
2048,40.0,6.0,false
2049,9.0,2.0,false
2050,60.0,17.0,false
2051,46.0,10.0,false
2052,83.0,-37.0,true
2053,104.0,-9.0,false
2054,107.0,31.0,false
2055,41.0,-27.0,false
2056,97.0,-14.0,false
2057,35.0,13.0,false
2058,7.0,1.0,false
2059,40.0,10.0,false
2060,27.0,13.0,false
2061,44.0,11.0,false
2062,45.0,5.0,false
2063,94.0,-68.0,true
2064,51.0,17.0,false
2065,72.0,33.0,false
2066,27.0,6.0,false
2067,29.0,6.0,false
2068,60.0,24.0,false
2069,16.0,-2.0,true
2070,22.0,-3.0,true
2071,73.0,29.0,false
2072,2.0,2.0,false
2073,106.0,96.0,true
2074,71.0,48.0,false
2075,150.0,-79.0,false
2076,34.0,11.0,false
2077,59.0,16.0,false
2078,45.0,-14.0,true
2079,51.0,25.0,false
2080,17.0,0.0,false
2081,31.0,13.0,false
2082,13.0,1.0,false
2083,50.0,-3.0,false
2084,21.0,5.0,false
2085,28.0,7.0,false
2086,21.0,8.0,false
2087,19.0,6.0,false
2088,49.0,-3.0,true
2089,140.0,-14.0,false
2090,15.0,3.0,false
2091,57.0,3.0,false
2092,116.0,-49.0,false
2093,50.0,-3.0,true
2094,75.0,-58.0,true
2095,57.0,7.0,false
2096,17.0,-0.0,false
2097,6.0,1.0,false
2098,72.0,18.0,false
2099,36.0,-8.0,true
2100,16.0,8.0,false
2101,90.0,68.0,false
2102,0.0,0.0,false
2103,19.0,6.0,false
2104,26.0,6.0,false
2105,4.0,-1.0,false
2106,47.0,15.0,false
2107,83.0,24.0,false
2108,30.0,5.0,true
2109,95.0,19.0,false
2110,14.0,0.0,false
2111,74.0,52.0,false
2112,93.0,-66.0,true
2113,61.0,17.0,false
2114,38.0,1.0,true
2115,29.0,9.0,false
2116,45.0,10.0,false
2117,32.0,10.0,false
2118,26.0,-2.0,true
2119,58.0,15.0,false
2120,42.0,-2.0,false
2121,28.0,9.0,false
2122,29.0,6.0,false
2123,100.0,-63.0,true
2124,28.0,6.0,false
2125,107.0,-72.0,false
2126,23.0,5.0,false
2127,37.0,-3.0,false
2128,39.0,11.0,false
2129,20.0,8.0,false
2130,117.0,-96.0,false
2131,14.0,6.0,false
2132,80.0,-45.0,true
2133,113.0,-20.0,false
2134,38.0,8.0,false
2135,23.0,8.0,false
2136,36.0,13.0,false
2137,16.0,6.0,false
2138,28.0,7.0,false
2139,20.0,7.0,false
2140,11.0,4.0,false
2141,26.0,1.0,false
2142,48.0,-14.0,false
2143,61.0,16.0,false
2144,56.0,9.0,true
2145,38.0,1.0,true
2146,40.0,17.0,false
2147,163.0,60.0,false
2148,108.0,21.0,false
2149,155.0,212.0,false
2150,12.0,-7.0,false
2151,56.0,18.0,false
2152,35.0,3.0,false
2153,69.0,26.0,false
2154,63.0,16.0,false
2155,13.0,4.0,false
2156,117.0,138.0,false
2157,98.0,73.0,false
2158,131.0,-34.0,false
2159,82.0,7.0,true
2160,37.0,14.0,false
2161,26.0,-2.0,false
2162,83.0,28.0,false
2163,39.0,6.0,false
2164,24.0,10.0,false
2165,74.0,36.0,false
2166,20.0,7.0,false
2167,36.0,12.0,false
2168,13.0,1.0,false
2169,75.0,-51.0,true
2170,43.0,3.0,false
2171,32.0,18.0,false
2172,13.0,1.0,false
2173,37.0,10.0,false
2174,35.0,6.0,false
2175,269.0,-188.0,false
2176,40.0,8.0,false
2177,65.0,27.0,false
2178,73.0,18.0,false
2179,85.0,9.0,false
2180,52.0,15.0,false
2181,468.0,750.0,false
2182,37.0,15.0,false
2183,33.0,16.0,false
2184,40.0,5.0,false
2185,27.0,6.0,false
2186,20.0,8.0,false
2187,23.0,9.0,false
2188,84.0,-52.0,true
2189,33.0,17.0,false
